officer_id,name_clean,n
F479,"TSHAMBA, GAHIJI",304
F480,"JANSEN, ERIC",1553
F481,"MCKINLEY, JAMES",426
F483,"STEWART, FREDERICK III",457
F484,"WHITE, CURTIS",3
F484,"YOUNG, GREGORY",1
F485,"CROWLEY, JOSEPH",88
F485,"PAGE, ARTHUR JR",5
F485,"STILES, MIKE",4
F486,"PADGETT, BRIAN",34
F487,"PRESTON, DANTE",481
F488,"ROBINSON, GREOGORY",942
F489,"SLACUM, EDWARD",294
F490,"DAVIES, CHARLES",277
F490,"THOMPSON, EARL",14
F491,"JEFFERSON, DUANE",274
F491,"TORIAN, PAUL",2
F492,"RONAGHAN, PATRICK",21
F493,"STUFFT, SHANE",242
F494,"YOUNG, GREGORY",635
F495,"COLEMAN, MICHAEL",398
F496,"CHAPIN, PHILLIP",186
F498,"HAUF, GEORGE",471
F499,"MONTLEY, ERNEST",42
F500,"KNOTT, ERIC",387
F501,"ZUBER, BRYAN",80
F502,"JOHNSON, KATRINKA",244
F504,"TORRES, EPIFANIO JR",125
F505,"CROWLEY, JAMES JR",128
F506,"KHOURY, PIERRE",667
F507,"MILETO, SCOTT",418
F508,"UTZIG, TIMOTHY",22
F509,"WINE, DOUGLAS",785
F510,"WOOD, DALE",424
F511,"CARRINGTON, EDWARD",255
F512,"MARTINI, HARVEY III",1919
F512,"WOOD, DALE",1
F514,"SMITH, DARRYL",237
F515,"EFFLAND, DEANNA",235
F516,"BOYD, CHRISTOPHER",723
F517,"HEISS, JOEL",90
F517,"GREEN, JOHN",2
F519,"CARTER, DAMEON",346
F519,"WINE, DOUGLAS",30
F520,"SANTOS, MICHAEL",360
F520,"SANTOS, DANIEL",89
F521,"TABRON, PHILLIP",409
F522,"TAIBERT, ROBERT",153
F523,"TAYLOR, WILLIAM",215
F523,"JONES, YOLANDA",4
F524,"RUNK, MARTIN",600
F525,"WATSON, BARBARA",293
F526,"CLINEDINST, GEORGE III",468
F527,"HOUGH, JOHN",193
F528,"LITTLE, YOLANDA",67
F529,"STENGER, SCOTT",279
F529,"HEISEY, CHRISTOPHER",3
F530,"WEISZ, JAMES",57
F531,"BAILEY, LENNARDO",1506
F532,"CAUNTER, DAVID",97
F533,"DONATO, JOSEPH",2194
F534,"DRENNON, VANESSA",187
F535,"MAYO, SEAN",1779
F536,"PALMER, TIMOTHY",392
F537,"ANDERSON, EARL",503
F538,"BERKELEY, JAMES",111
F539,"COOPER, ERICKA",190
F540,"KOONCE, KRISTIE",437
F541,"MARSHALL, GWENDOLYN",299
F542,"WOODWARD, RAYMOND",491
F542,"ROBINSON, L",13
F543,"CARADORI, GLEN",141
F543,"ELLIOTT, BETAVIA",1
F544,"CORBETT, JACOB",569
F544,"GARRITY, DERON",5
F544,"DRENNON, V",3
F545,"KOWALCZYK, THOMAS",60
F546,"MADDEN, FRANK",144
F547,"WILLIAMS, WAYNE",391
F548,"WINDER, BRIAN",160
F548,"GENTIL, MICHAEL",1
F549,"GENTIL, MICHAEL",213
F550,"HARFORD, ROGER",703
F550,"SANHADJA, T",2
F551,"PIOCCHELLI, JULIE ANNE",152
F552,"SCARBOROUGH, ROBERT",332
F553,"SHORTER, JEFFREY",822
F554,"BROOKS, ANGELO",114
F555,"HIGH, BRIAN",1154
F556,"BAILEY, KENNETH",191
F557,"GIBSON, MICHAEL",83
F558,"RAMBERG, KENNETH SUSP MEDICAL",1429
F559,"SAUNDERS, WANDA",86
F560,"SLIDE, STANLEY",44
F561,"SHEPPARD, FREDA",183
F562,"MARSHALL, CHARLES",376
F563,"NICHOLSON, DANIEL IV",397
F564,"ROBINSON, RICHARD",239
F564,"SHEPPARD, FREDA",1
F565,"EPPERSON, RUSSELL JR",168
F566,"BECKMAN, SEAN",20
F567,"DAUM, FREDERICK IV",325
F568,"FRANK, PATRICIA",137
F569,"WRIGHT, JAMES",158
F570,"WOOD, D",7
F572,"HAMPTON, JIMMY JR",136
F573,"KERN, WILLIAM",30
F574,"MEAGHER, GEOFFREY",846
F575,"HARRIGAN, STEVEN",56
F575,"BLAND, DEE",3
F576,"SNEAD, ROBERT",502
F576,"GEHO, TRACY",1
F577,"HUNT, ASTARTE",199
F578,"SNEAD, KERRY",160
F579,"BRISCOE, SHERRIE",136
F580,"HENRY, PETER",130
F581,"JOHNSON, ANDRE",23
F582,"JOHNSON, WILLIAM",813
F583,"MACDONALD, THOMAS",231
F584,"STONER, THOMAS JR",110
F585,"BAILEY, KERNELL",49
F586,"ENOS, MELISA",69
F587,"KING, SHAUNTIA",30
F588,"MCNEILL, KEITH",627
F589,"ONGIRI, JOHN",132
F590,"MILLER, JANNELLE",24
F592,"SINGLETON, RONALD",227
F593,"VELTE, ROBERT JR",941
F594,"BRYANT, RONALD",912
F594,"LANDING, COREY",10
F595,"DANIELCZYK, SCOTT",144
F596,"FABULA, JOHN",68
F596,"JOHNSON, JACQUELIN",1
F597,"JACKSON, THOMAS",245
F599,"STAFANELLI, PAUL",223
F600,"THOMAS, JASON SR",854
F601,"WATKINS, MARTIN",147
F602,"DUCKETT, JOSEPH",1184
F603,"LEWIS, GARY",121
F604,"BARNES, MICHAEL",16
F605,"HAIRSTON, MARJORIE",123
F605,"SEWELL, MARJORIE",1
F606,"HICKS, JAMES",148
F607,"JANEY, NEAL JR",121
F608,"JOHNSON, ROBERTO",148
F608,"NICHOLAS, HANS",7
F608,"WILLIAMS, CORNELL",5
F609,"WATFORD, KEVIN",1770
F610,"STRACHAN, DARIEN",22
F611,"BATISTA, SHERRY",157
F611,"WEBB, JOHN",26
F612,"HIMES, M",5
F613,"HOWARD, LISA",449
F614,"STEINHORN, KELLY",265
F616,"PINKNEY, NATALIE",144
F617,"PRICE, STERLING",1765
F619,"BENNETT, DARREN",71
F620,"CAPEROON, SHARON",221
F621,"DORSEY, DERRICK",331
F622,"MCCOY, ALVIN",416
F623,"OUTLAW, MARLO",1
F624,"PATEL, SOMIR",11
F625,"WILLIAMS, ANTOINE",1110
F626,"BOONE, TAVIA",100
F627,"BURNS, MARGARET",751
F628,"CROSBY, HAMLIN",123
F629,"ENGLAND, BRYAN",101
F630,"FERGUSON, AARON",645
F631,"SWANSON, DANYETTE",274
F632,"BLACKBURN, DAVID",42
F633,"CAUSONE, ROBERT",228
F634,"JONES, JOE",1
F635,"JONES, JOE JR",120
F635,"CARTER, KATHY",104
F636,"KIDD, DAVID",21
F637,"MONTGOMERY, RAYMOND SR",388
F638,"ROBERTS, DAVID",134
F639,"STIEMLY, GEORGE JR",159
F640,"BRACKEN, THOMAS",198
F641,"QUICK, ROBERT JR",1367
F642,"SEMAN, FRANK JR",192
F643,"STARR, ROBERT",31
F643,"QUICK, ROBERT",1
F644,"LEE, EBONY",136
F645,"BARNES, LEONARD",271
F646,"JOHNSON, MATTHEW",331
F647,"LITZINGER, EDWARD",51
F648,"LONG, ADAM",379
F649,"PAKASKI, FRANK",10
F650,"SHEPKE, RONALD",204
F651,"BERTRAND, JOSEPH",29
F652,"CROXTON, ROBERT",1385
F653,"HARDICK, RICHARD",159
F653,"NEWMAN, THOMAS",5
F653,"ONEILL, TIMOTHY",2
F654,"LADSON, NORMAN",2
F655,"DUNCAN, CRAIG",350
F656,"DEWGARD, WILLIAM",21
F656,"EPPERSON, RUSSELL",1
F657,"SHIPP, FRANCIS",37
F658,"SIMPKINS, ROSALENE",224
F659,"TRIPLIN, ANGELINE",182
F662,"PETTY, NICOLE",45
F664,"THOMAS, LAKEESHA",151
F666,"CURTIS, THOMAS",37
F667,"NOAKER, KIRK",49
F668,"LOWARY, B",9
F669,"RANDOLPH, CARL",429
F670,"SHORES, DONALD",301
F670,"JANIK, ERIC",8
F671,"WADE, CLIFTON",47
F672,"JONES, MORRIS",7
F673,"LEE, SIMONS",243
F674,"PERRY, KENNETH",209
F675,"SIMMONS, JOHN",43
F676,"VALENZIA, RICHARD",547
F677,"WEST, SCOTT",359
F678,"WHITAKER, LISA",111
F679,"BEAL, JAMES",2855
F680,"GIGANTI, JOHN",289
F681,"HOOD, SAMUEL III",181
F681,"JENNINGS, COREY",4
F682,"JOHNSON, SHAWN BYRON",411
F683,"ONEILL, TIMOTHY",237
F684,"ROBINSON, JOHN",27
F685,"KIDD, PAUL",123
F686,"SISTEK, STEPHEN",377
F687,"SNYDER, CURT",305
F687,"NYBERG, CHRISTOPHER",11
F688,"LOWRY, BERNARD",128
F689,"MCFADDEM, JODIE",126
F690,"REED, SCOTT",260
F691,"FRECHETTE, BRIAN",180
F691,"COX, ERIC",2
F692,"GINERVA, MICHAEL",2642
F693,"PERKOWSKI, MICHAEL",28
F694,"RADNOFF, ROBERT JR",193
F696,"BYRD, ANTHONY",221
F699,"MCLEOD, D",6
F700,"BIEHLER, BRIAN",770
F701,"COOKE, SHUBEL",56
F701,"ROBINSON, RONALD",1
F702,"KRITSINGS, LAURA",68
F703,"LIU, MENG CHING",294
F703,"WILLIAMS, E",3
F704,"WATERSS, R",14
F705,"BOLLING, RONALD",544
F705,"WEEMS, ANTHONY",3
F706,"FRANKLIN, W",15
F707,"EPPERSON, WILLIAM",806
F707,"WATSON, VAN",4
F708,"FARLEY, WENDY",652
F709,"FIELDS, EUGENE",84
F710,"FORD, BRIAN",898
F711,"GRIFFIN, DOMINICK",246
F712,"HARRIS, DARAINE",556
F713,"HINKEL, CHARLES",566
F714,"LAMBERT, KRISTY",151
F714,"CARVELL, KRISTY",2
F715,"OGRADY, ANGELINA",119
F716,"ORTIS, JESUS",246
F717,"TUBBS, KENNETH",243
F719,"BELL, DANA",1018
F720,"BRICE, STANLEY",104
F722,"KEYS, BOBBY",187
F723,"MASON, RODNEY",180
F724,"TAYLOR, TROY",2675
F725,"VENTO, HECTOR",64
F726,"COLBURN, WILLIAM",723
F727,"CROSBY, BRADLEY",797
F727,"COLBURN, W",86
F728,"DERKOSH, STEPHEN",539
F729,"EARP, PHILLIP",205
F730,"KLING, SANDRA",12
F731,"MCDONALD, ARNOLD",86
F732,"MCLEOD, ARON",176
F733,"DISNEY, SHIRLEY",245
F734,"FLEEMAN, JACKIE",17
F734,"COLBURN, WILLIAM",1
F735,"MOSHER, BERNADETTE",326
F736,"NOLET, JEAN JR",351
F737,"PERFETTO, JOHN JR",373
F737,"LUNDY, CHRISTOPHER III",21
F738,"RUSSELL, BRYANT",569
F739,"GLAWE, ERICH",494
F740,"JONES, BILLY",102
F741,"WOBBELTON, JON",440
F741,"AHERN, SHERI",14
F742,"BARBIERI, MARK",65
F743,"DOESBURGH, JOHN",70
F744,"HAGAN, KEVIN",81
F746,"WALKER, PAMELA",82
F747,"ATWOOD, BRIAN",294
F747,"TURNER, DERYL",15
F748,"DILL, JAMES JR",362
F749,"FOURNIER, BRUCE",38
F749,"DILL, JAMES",2
F750,"MATZERATH, JOHNE",265
F751,"BARNES, ANTHONY",90
F752,"MANAGER, WILLIAM",88
F753,"MASON, MARK",139
F754,"MCANN, PATRICK",207
F755,"PUGLIAND, GINA",468
F756,"CONNOLLY, KENDALL",194
F756,"BARNES, JOYNAE",2
F757,"RONEY, DENA",69
F758,"JACKSON, KATHLEEN",321
F758,"BURKETT, MICHAEL",19
F759,"JACKSON, KENNETH",270
F760,"JANIK, ERIC",233
F761,"MCWHITE, CLIFTON",181
F762,"ROBINSON, DANA",218
F763,"TOMASCHKO, LOUIS JR",43
F764,"ASTARITA, HOWARD",14
F765,"DUNTON, KEVIN",2372
F765,"DUTTON, LOUIS",4
F766,"MCALEXANDER, LEWIS",364
F767,"ARRINGTON, CALVIN",644
F767,"MOLESKY, A",4
F768,"LEAVERTON, CHRISTOPHER",222
F769,"NEWBERG, ETHAN",540
F770,"PROCTOR, ANTHONY",205
F771,"TAYLOR, FORREST",512
F771,"ADKINS, ALLEN",5
F774,"IP, DAVID",86
F774,"JERSCHEID, MICHAEL",1
F775,"KIST, JEFFREY",410
F776,"PRUETT, ARNOLD JR",233
F777,"UNREADABLE, M",5
F778,"FOX, VINCENT",3273
F779,"HAGEE, CHARLES",1404
F780,"MOSES, JAMES JR",503
F780,"ZEPP, MARK",14
F781,"REED, MICHAEL",164
F782,"ALSTON, RICARDO",212
F783,"DELUCA, KENNETH",101
F784,"GARY, JEFFREY",409
F784,"PETERS, JANICE",9
F785,"RIHA, LISA",236
F786,"BREZNIAK, SHEYN",87
F787,"MAHAN, STEVEN",3785
F788,"NICOLAS, HANS",949
F789,"SIMMONS, KEITH",138
F790,"WILKINS, DECARLO",20
F791,"WILLIAMS, LESLIE",71
F792,"JACKSON, DONNA",356
F792,"FINEIN, WILLIAMA",2
F792,"BULLINGTON, AL",1
F793,"HOOVER, WILLIAM",956
F793,"HARGROVE, ANTHONY",1
F794,"LAPARDE, LAWRENCE",291
F795,"PATTERSON, CHARLES",104
F795,"RICHARDS, ROBERT",2
F796,"PRICE, MICHELLE",94
F797,"SMITH, MICHAEL",1127
F797,"MAHAN, STEVEN",16
F798,"SMITH, RONNIE",98
F799,"BUTCHER, MARK",108
F799,"LEPP, MICHAEL",1
F800,"GIUNJA, THEODORE",73
F801,"JOHNSON, CHARLES JR",27
F802,"FLEET, T",66
F802,"ROBINSON, AARON",64
F803,"ROEPCKE, KURT FRANCIS",700
F803,"CARADORI, G",14
F804,"DYER, GAREY",531
F805,"ALENCAR, JOAO",185
F806,"BOOKER, DONTA",429
F807,"CARROLL, JOHNNIE",184
F807,"DYER, GAREY",1
F807,"PARKER, ZACHARY",1
F808,"COX, DONAVAN",320
F809,"HAMILTON, LOLANDO",355
F810,"BROWN, A",1
F811,"HERNDON, DEREK",333
F812,"JONES, FLOYD III",616
F813,"MARCOUILLER, DANIEL",1095
F814,"BIGUE, GEORGE",1069
F815,"WACHTER, JOHN",50
F816,"MULLER, DAVID",20
F817,"BRADLEY, WILLIAM",1442
F817,"FRIES, MIKE",34
F817,"VIGUE, GEORGE",34
F818,"CLARK, KENNETH",189
F819,"IZQUIERDO, CHRIS",240
F820,"GREENHILL, LC III",619
F820,"SIMMONS, KEVIN",3
F821,"GRUENINGER, GREGG",541
F822,"MOLINARO, EUGENE",1135
F823,"TRACY, JOSEPH JR",408
F824,"WELLS, LLOYD",238
F824,"DAVIS, EDWARD",3
F825,"YOUNG, JOSEPH",226
F826,"BERGUM, DAVID",110
F827,"JAMES, CAROLINE",30
F828,"MORRONI, RAYMOND JR",577
F828,"MORROW, RON",3
F829,"TURNER, TERRY JR",160
F830,"AUGUSTE, GERALD II",6
F831,"JACKSON, MATTHEW",50
F832,"BRANDON, JUSTICE",136
F833,"ODAM, ANTHONY",141
F834,"THOMAS, ERIC",530
F835,"DECARLO, PATRICK",51
F836,"GRAY, JOHNTA",600
F837,"NYBERGH, CHRIS",1
F838,"STAUDER, JEFFREY",392
F839,"ALLEN, RODNEY",1
F840,"BLACKWELL, TROY",733
F841,"OLIVER, STEPHEN",46
F842,"ANTHONY, YANCY",227
F843,"LONG, K",126
F843,"CHERRY, KAREN",16
F844,"DORNER, RICHARD",247
F844,"POULSEN, BROOKS",1
F845,"GOODE, ANTHONY",28
F846,"PETERSON, GLEN",182
F847,"PFEILER, THOMAS",238
F848,"POULSEN, BROOKS",523
F849,"CLAYTON, CHARLES JR",885
F849,"POULSEN, B",11
F850,"PATZMAN, KENNETH",282
F850,"TURNER, DERYL",3
F851,"STARR, J",81
F852,"STEFANELLI, JOHN",501
F853,"WALKER, KEVIN",788
F854,"WILLIAMS, CASSIUS",170
F856,"BAKER, FREDDY",252
F857,"BOWEN, BRYAN",199
F858,"CONLEE, ROBIN",34
F859,"CIRAOLO, RONALD",104
F859,"SMITH, MICHAEL",2
F860,"FRANK, JOHN",247
F860,"WATFORD, WANDA",2
F861,"GALT, TIMOTHY",267
F862,"HAMMACK, KIM",199
F863,"HOWARD, LAMAR",178
F863,"CUMMINGS, EUGENE",4
F864,"LUNDY, DELONTE",172
F864,"PETERSON, GLEN",1
F865,"MENDOZA, LUIS",74
F865,"LUNDY, D",2
F865,"WATSON, D",1
F866,"NAGLE, KURT",245
F866,"HAMILTON, BARRY",119
F867,"NYBERG, CHRISTOPHE",1074
F868,"PIAZZA, A",31
F869,"NYBERG, C",1
F870,"SIMMONS, KEVIN",525
F871,"EVANGELISTA, REYNALDO",49
F872,"TOWNSEND, AMY",31
F875,"BAGSHAW, STEVEN",430
F876,"COOK, RAYMOND",159
F877,"BAILEY, EDWARD",767
F878,"BERESH, DANIEL",66
F878,"KNOERLEIN, WILLIAM",1
F879,"CRALSON, MICHAEL",105
F879,"IZQUIERDO, CHRIS",2
F880,"MILLS, HELENA",510
F880,"THOMAS, HELENA",4
F882,"PASCHALL, MURPHY",184
F883,"COLEMAN, JOHN",163
F884,"DAVIS, RANDY",136
F885,"FAULK, ANTHONY JR",158
F885,"RAMBERG, KENNETH",6
F886,"MANNING, RICHARD",38
F887,"MCTAGGART, TIMOTHY",535
F889,"ANDERSON, CURT",53
F890,"DOCKINS, LEON",458
F891,"WARREN, MICHAEL",243
F891,"STARR, J",2
F892,"JOHNSON, ERIC",688
F892,"FRIES, MICHAEL",2
F892,"WILLIAMS, EARL",1
F893,"THOMAS, AMY",97
F894,"BRADDS, PATRICIA",263
F895,"WATSON, DONALD",1056
F896,"EDMONDSON, STEWART",96
F897,"BYRD, DAVID",30
F898,"HEGGS, WILLIAM",17
F899,"HILL, ALBERT",194
F900,"THOMPSON, EARL",3
F900,"WHITE, VERNON",2
F901,"WEEMS, JAMES JR",204
F902,"LOPEZ, ANGEL COCO",11
F903,"MARTIN, AARON",80
F904,"WHITE, VERNON",247
F904,"ALLEN, WAYNE",1
F904,"STEWART, AARON",1
F905,"WILSON, AARON",113
F906,"ALESSI, MICHAEL",305
F906,"BOOKER, DONTA",1
F906,"SMITH, JAMES",1
F907,"BOYD, GREGG",1380
F908,"HUNT, BRYAN",37
F909,"KRAMER, THOMAS",344
F910,"TOWNSEND, MICHAEL",88
F911,"PARKER, DARRYL JR",1860
F912,"COLLETTI, ANGELO JR",157
F913,"FREEMAN, ERIC",28
F914,"MCDOWELL, JAMES",21
F915,"PERAEGOY, ROBERT",1907
F916,"PETERS, DAVID",256
F917,"ELLIOTT, DONALD",261
F918,"GREENE, DAVID",192
F918,"GREEN, DIANE",89
F919,"HAMEIER, KURT",271
F920,"JONES, ROBERT",184
F922,"DEFRANCE, MICHAEL",515
F922,"BARHAIM, ERIC",2
F923,"JOHNSON, SHAWN",981
F924,"SOKOLOWSKI, KEITH",1567
F925,"JACKSON, JOSEPH",91
F926,"FUENTES, DARREN",213
F927,"JONES, KEVIN",479
F927,"SOKOLOWSKI, KEITH",8
F928,"LEMAIRE, EDWARD",227
F929,"MACK, SHYNITA",82
F930,"NAYLOR, DESIREE",35
F931,"ARDIS, VICKY",270
F931,"THOMASSTARR, KIMBERLY",1
F932,"KENDEL, JASON",41
F932,"KINDEL, J",1
F934,"ALLERS, THOMAS",848
F935,"BUCHNER, ANGELA",168
F936,"CLAYTOBN, CARL",144
F937,"NEUENS, ROBERT",339
F938,"GOODWIN, RITCHIE",108
F939,"GREAR, CLEARANCE",779
F940,"WAGNER, WILLIAM",252
F941,"YEAGER, JOHN",949
F942,"COWDERY, M",209
F942,"YEAGER, JOHN",37
F942,"COWEDRY, MICHAEL",1
F943,"GAVIN, D",50
F944,"MORO, MANNY",2831
F945,"BECKETTE, MICHAAEL",287
F946,"JOHNSON, RAYNARD",760
F946,"PETERSON, GLEN",6
F946,"COWDERY, M",4
F947,"LANGSTON, THOMAS",106
F947,"GERMAN, MARJORIE",2
F948,"PHYSHER, ERIC",27
F949,"CORRALES, ERIC",104
F950,"NICE, BROOKE",271
F951,"TUGYA, TODD",363
F951,"BAILEY, CINNAMON",3
F952,"CROSSLEY, DAVID",152
F953,"HALEY, REED",85
F954,"LANDING, COREY",1446
F954,"BRYANT, RONALD",67
F954,"JONES, SHARNEKE",8
F955,"SMITH, JEANNETTE",342
F956,"BELL, IVAN",811
F957,"FRASER, MICHAEL",80
F958,"GJODESEN, DAN",81
F959,"GJODESEN, DAVE",145
F960,"MILLER, SEAN",1577
F961,"TURNER, DAVID JR",121
F962,"COPPOLA, P",76
F963,"DAVIS, SCOTT",324
F964,"LEWIS, LATONYA",121
F964,"MIVAYA, J",1
F965,"RAGLAND, ERIC",243
F966,"TYSON, KAYTEE III",515
F968,"OAKLEY, RICHARD",133
F968,"DRESSEL, MICHAEL",9
F969,"O'REE, CHRIS",796
F970,"DAVIDSON, FRANCES",519
F971,"WATERS, ROBERT",112
F972,"BULLINGTON, ALLAN",95
F973,"FARLEY, DEMETRIUS SR",271
F974,"GERMAN, MARJORIE",1789
F976,"PETRYSZAK, JOSEPH",418
F977,"RAY, OWEN JR",1996
F978,"SCHIMPF, BYRON",1958
F978,"WILLIAMS, SHAWN",5
F979,"AMADOR, ROBERT",410
F980,"POPP, DANIEL",335
F980,"DEVEAU, MICHAEL",5
F981,"POWELL, TYRONE",24
F982,"MILLER, KEITH",31
F983,"AVERY, JASON",47
F984,"GAYNOR, STEPHEN",94
F985,"STILES, MIKE",764
F985,"GEORGE, MICHAEL",729
F985,"WATSON, C",3
F985,"GOLDBERG, JOSEPH",2
F986,"PAUL, NORMAN",13
F986,"TYSON, KAY TEE",1
F987,"ROSE, NIGEL",92
F987,"COLE, TIA NIKIA",80
F988,"BIELECKI, CHRISTOPHE",121
F989,"SCHMIDT, CHRISTOPHER",1063
F989,"GLADSTONE, KEITH",8
F990,"THOMPSON, EARL JR",3138
F990,"CANNIDA, GEORGE",3
F991,"ANCRUM, BARON KEITH",585
F992,"BARHEIM, ERIC",116
F992,"DEFRANCO, MICHAEL",8
F993,"LEE, ALEXANDER",117
F994,"MARKEY, ERIC",461
F994,"NICOLAS, HANS",8
F995,"GIBBS, R",92
F996,"BROOKS, JAMES",712
F997,"BROWN, MARGARET",116
F998,"HARLEE, JAMES",1
F999,"LEPP, MICHAEL",88
G-00,"MENGEL, VICKI",14
G-04,"YOUNG, JEFFREY",3
G-06,"BARALOTO, DEREK",4
G-08,"PIZZURRO, JOHN",2
G-13,"CAVEY, SHANNON",4
G-16,"HASAN, OMAR",1
G-16,"TENANT, MICHAEL",1
G-19,"CORRIVEAU, TODD",25
G-20,"PEARSON, BRIAN",9
G-20,"KNIGHT, MATT",1
G-21,"TRIANE, ERIC",21
G-26,"SAWYER, L",17
G-27,"SURIANO, SCOTT",16
G-28,"MARTIN, KENT",35
G-32,"FAIR, B",1
G-33,"WHITE, DAVID",12
G-37,"MASON, PERRY",5
G-41,"WARD, STEVEN",1
G-45,"HEMINGWAY, DANTE",7
G-64,"FLEET, THEO",14
G-99,"NAVE, WILLIAM JR",2
G000,"HALL, KENYA",5
G001,"WRIGHT, OMAR",212
G002,"MENGEL, VICKI",1390
G003,"PARTEE, MARC",125
G004,"BEAVERS, WILLIAM",191
G005,"DEGRAFFINRIED, LAKISHNA",100
G005,"ISOM, E",16
G006,"PUGH, SHAUN",18
G007,"ALEXANDER, PAUL",309
G009,"KENNEDY, RICHARD",27
G009,"FLEET, KIRK",1
G010,"MEIL, MARK",115
G011,"WORKLEY, DENNIS",728
G012,"LAMOUREUX, JOSEPH",140
G012,"JENNINGS, M",1
G013,"NEIDERMEIER, GARY",234
G014,"RAMINEZ, ROSA",412
G015,"KRATZ, BRIAN",3361
G016,"BENNETT, GARY",413
G017,"BUTLER, RODNEY",313
G017,"KRATZ, BRIAN",34
G018,"CAMAROTE, MARC",2694
G019,"DEASE, JIMMIE",441
G020,"JACKSON, CHEC",415
G021,"JENNINGS, MICHAEL",48
G022,"EVANS, WILLIAM",399
G023,"CARTER BEY, DESMOND",288
G024,"CASEY, VALERIE",224
G024,"JOHNSON, VALERIE",4
G025,"HILDEBRANDT, W",118
G026,"MURPHY, DARRYL",725
G026,"TRUSTY, JEROME",3
G028,"BONAPARTE, HEYWARD III",1979
G028,"PEARSON, BRIAN",16
G029,"CROWTHER, TIMOTHY",367
G030,"FISCHER, STEVEN",534
G030,"MORO, JAVIER",1
G031,"GREEN, RICHARD",189
G032,"WALTON, TROY",157
G033,"JACKSON, GLEN",241
G034,"OTOOLE, GARFIELD",190
G034,"HARRIS, J",20
G034,"PARKER, J",5
G035,"SCHUSTER, JEFFREY",122
G036,"TAYLOR, WILLIAM",324
G037,"FERNANDEZ, JOHN",261
G038,"HAVENER, BRETT",40
G038,"PAUL, THOMAS",16
G039,"STACH, TIMOTHY",3863
G039,"CROSBY, B",135
G040,"WHITING, MICHAEL",729
G040,"JACKSON, NOLAN",1
G041,"YOUNG, JEFFREY",1109
G041,"HAVENER, BRETT",1
G042,"GOMEZ, JAMES",406
G043,"ENSOR, NICOLE",358
G044,"DALY, STEVEN",362
G045,"KAPLINSKI, VANLENTINE",251
G046,"MONT, A",191
G046,"MONTZ, EDWARD",3
G047,"RAWLINS, CLYDE JR",592
G048,"EUELL, BOBBY",184
G049,"GESLA, CHRIS",224
G049,"GESLA, KRZYSZTOF",189
G050,"HALL, JUNE",260
G050,"NEWMAN, THOMAS",6
G051,"HUGHES, TIMOTHY",128
G052,"KOCHIS, T",25
G053,"PRINTY, CHARLES",177
G054,"WILSON, PAUL",14
G055,"ARCHAMBAULT, JEFFREY",1137
G055,"PRINTY, CHARLES",37
G055,"RAPASZKY, RYAN",9
G056,"ISOM, ERIC",79
G057,"JONES, CHRISTOPHER",158
G058,"FRIEL, THEODORE JR",207
G059,"BROWN, DERRICK",2092
G060,"EWELL, ADRAIN",76
G061,"WILSON GLANVILLE, KIMBERLY",249
G062,"BARALTO, DEREK",85
G063,"BERG, MICHAEL",636
G064,"COTTER, T",32
G065,"HINKSON, IRVING",377
G066,"HAYDEN, JONATHAN",1705
G067,"MARSH, JAMES",161
G067,"MARSH, NEVIN",2
G068,"STAAB, STEVEN",664
G069,"ALDERMAN, MICHAEL",149
G070,"TAYLOR, JASON",568
G071,"BAUER, DONALD III",239
G072,"GEE, TROY SR",364
G073,"GIBSON, RICHARD",246
G074,"HAZZARD, ALBERT",67
G075,"JARAMILLO, JULIO",597
G076,"LIND, MICHAEL",833
G076,"HENDREN, EZRA",11
G077,"LUSBY, KIP",116
G078,"PERRY, MICHAEL",425
G079,"STARR, DANIEL",247
G080,"ALI, MOHAMED",120
G081,"BELECHTO, DARREN",263
G082,"HENDRICK, PAUL",565
G083,"LEGETTE, PRESTON",98
G084,"ROSE, STEVEN",882
G084,"MCBRIDE, T",4
G086,"STEIN, CHRIS",20
G087,"FERINDE, JOHN",112
G088,"HARRIS, JAY",36
G089,"PIZZURRO, JOHN",161
G090,"RODRIGUEZ, M",58
G091,"SMITH, CHRISTOPHER",262
G092,"SUAZO, LONNIE",189
G093,"ANDERSON, THEODORE JR",376
G093,"CRAFT, WILLIE",3
G093,"JOHNSON, DEANA",3
G094,"CRAFT, WILLIE",323
G096,"HITAFFER, JEFFREY",71
G096,"MONTZ, ANDREW",1
G097,"JOHNSON, A",110
G098,"ADAMS, WAYNE JR",197
G099,"CARNEAL, MARC",171
G100,"HARRIS, JAMAL",3619
G101,"PETRUCCI, EDWARD",610
G103,"STURGIS, WILLIAM",521
G104,"BROWN, MICHAEL",5
G105,"DEMARIO, ANTHONY",54
G106,"FATA, ANTHONY",1060
G106,"STERN, JAMYE",8
G107,"LUM, CYNTHIA",169
G107,"BORIS, GREGORY",4
G108,"PETERSON, JEREMY",310
G111,"MAKANJUOLA, RAFIJ",1124
G112,"RICHARDSON, REGINA",66
G113,"WEILAND, RAYMOND",60
G114,"SMITH, C",368
G115,"WELLINGTON, LARRY",130
G116,"CARSON, JOHNSON ALICE",150
G117,"MAY, JAMES III",142
G118,"CROSBY, KELLY",106
G119,"MATCHELL, STEVEN",1374
G120,"SEDGWICK, WILLIAM",358
G120,"ROLLON, JAN",3
G121,"WALLACE, MICHAEL",416
